============================= test session starts ==============================
platform darwin -- Python 3.13.11, pytest-9.0.2, pluggy-1.6.0 -- /Users/francois-jeandazin/AETHERFLOW/venv/bin/python3.13
cachedir: .pytest_cache
rootdir: /Users/francois-jeandazin/AETHERFLOW/Backend/Prod
configfile: pytest.ini
plugins: anyio-4.12.1, asyncio-1.3.0, cov-7.0.0
FAILED Backend/Prod/tests/test_categories.py::test_screenshot_capture - Attri...
FAILED Backend/Prod/tests/test_component_model.py::test_audit_results - Attri...
FAILED Backend/Prod/tests/test_component_model.py::test_screenshot_capture - ...
FAILED Backend/Prod/tests/test_design_analyzer.py::test_preview_empty_component
FAILED Backend/Prod/tests/test_design_analyzer.py::test_preview_component_with_special_chars
FAILED Backend/Prod/tests/test_design_analyzer.py::test_preview_component_with_missing_file
FAILED Backend/Prod/tests/test_design_analyzer.py::test_preview_component_with_corrupted_json
FAILED Backend/Prod/tests/test_design_analyzer.py::test_preview_component_with_multiple_components
FAILED Backend/Prod/tests/test_design_analyzer.py::test_preview_component_with_xss_attack
FAILED Backend/Prod/tests/test_design_analyzer.py::test_preview_component_with_invalid_user_id
FAILED Backend/Prod/tests/test_design_analyzer.py::test_preview_component_with_duplicate_components
FAILED Backend/Prod/tests/test_design_analyzer.py::test_preview_component_with_dynamic_base_url
FAILED Backend/Prod/tests/test_designer_mode.py::test_preview_empty_component
FAILED Backend/Prod/tests/test_designer_mode.py::test_preview_component_with_special_chars
FAILED Backend/Prod/tests/test_designer_mode.py::test_preview_component_with_missing_file
FAILED Backend/Prod/tests/test_designer_mode.py::test_preview_component_with_corrupted_json
FAILED Backend/Prod/tests/test_designer_mode.py::test_preview_component_with_multiple_components
FAILED Backend/Prod/tests/test_designer_mode.py::test_preview_component_with_xss_attack
FAILED Backend/Prod/tests/test_designer_mode.py::test_preview_component_with_invalid_user_id
FAILED Backend/Prod/tests/test_designer_mode.py::test_preview_component_with_duplicate_components
FAILED Backend/Prod/tests/test_designer_mode.py::test_preview_component_with_dynamic_base_url
FAILED Backend/Prod/tests/test_dev_mode.py::test_preview_empty_component - Na...
FAILED Backend/Prod/tests/test_dev_mode.py::test_preview_component_with_special_chars
FAILED Backend/Prod/tests/test_dev_mode.py::test_preview_component_with_missing_file
FAILED Backend/Prod/tests/test_dev_mode.py::test_preview_component_with_corrupted_json
FAILED Backend/Prod/tests/test_dev_mode.py::test_preview_component_with_multiple_components
FAILED Backend/Prod/tests/test_dev_mode.py::test_preview_component_with_xss_attack
FAILED Backend/Prod/tests/test_dev_mode.py::test_preview_component_with_invalid_user_id
FAILED Backend/Prod/tests/test_dev_mode.py::test_preview_component_with_duplicate_components
FAILED Backend/Prod/tests/test_dev_mode.py::test_preview_component_with_dynamic_base_url
FAILED Backend/Prod/tests/test_elite_library.py::test_audit_results - Attribu...
FAILED Backend/Prod/tests/test_elite_library.py::test_screenshot_capture - At...
FAILED Backend/Prod/tests/test_groq_fallback.py::test_groq_rate_limit_fallback_to_gemini
FAILED Backend/Prod/tests/test_groq_fallback.py::test_groq_rate_limit_fallback_to_deepseek
FAILED Backend/Prod/tests/test_groq_fallback.py::test_groq_success_no_fallback
FAILED Backend/Prod/tests/test_knowledge_base.py::test_audit_results - Attrib...
FAILED Backend/Prod/tests/test_knowledge_base.py::test_screenshot_capture - A...
FAILED Backend/Prod/tests/test_performance_evaluator.py::test_preview_empty_component
FAILED Backend/Prod/tests/test_performance_evaluator.py::test_preview_component_with_special_chars
FAILED Backend/Prod/tests/test_performance_evaluator.py::test_preview_component_with_missing_file
FAILED Backend/Prod/tests/test_performance_evaluator.py::test_preview_component_with_corrupted_json
FAILED Backend/Prod/tests/test_performance_evaluator.py::test_preview_component_with_multiple_components
FAILED Backend/Prod/tests/test_performance_evaluator.py::test_preview_component_with_xss_attack
FAILED Backend/Prod/tests/test_performance_evaluator.py::test_preview_component_with_invalid_user_id
FAILED Backend/Prod/tests/test_performance_evaluator.py::test_preview_component_with_duplicate_components
FAILED Backend/Prod/tests/test_performance_evaluator.py::test_preview_component_with_dynamic_base_url
FAILED Backend/Prod/tests/test_rag_integration.py::test_audit_results - Attri...
FAILED Backend/Prod/tests/test_rag_integration.py::test_screenshot_capture - ...
FAILED Backend/Prod/tests/test_refinement.py::test_audit_results - AttributeE...
FAILED Backend/Prod/tests/test_refinement.py::test_screenshot_capture - Attri...
FAILED Backend/Prod/tests/test_screenshot_util.py::test_audit_results - Attri...
FAILED Backend/Prod/tests/test_screenshot_util.py::test_screenshot_capture - ...
FAILED Backend/Prod/tests/test_sharing_tui.py::test_audit_results - Attribute...
FAILED Backend/Prod/tests/test_sharing_tui.py::test_screenshot_capture - Attr...
FAILED Backend/Prod/tests/test_sullivan_auditor.py::test_audit_results - Attr...
FAILED Backend/Prod/tests/test_sullivan_auditor.py::test_screenshot_capture
FAILED Backend/Prod/tests/test_sullivan_score.py::test_audit_results - Attrib...
FAILED Backend/Prod/tests/test_sullivan_score.py::test_screenshot_capture - A...
FAILED Backend/Prod/tests/test_ui_inference_engine.py::test_preview_empty_component
FAILED Backend/Prod/tests/test_ui_inference_engine.py::test_preview_component_with_special_chars
FAILED Backend/Prod/tests/test_ui_inference_engine.py::test_preview_component_with_missing_file
FAILED Backend/Prod/tests/test_ui_inference_engine.py::test_preview_component_with_corrupted_json
FAILED Backend/Prod/tests/test_ui_inference_engine.py::test_preview_component_with_multiple_components
FAILED Backend/Prod/tests/test_ui_inference_engine.py::test_preview_component_with_xss_attack
FAILED Backend/Prod/tests/test_ui_inference_engine.py::test_preview_component_with_invalid_user_id
FAILED Backend/Prod/tests/test_ui_inference_engine.py::test_preview_component_with_duplicate_components
FAILED Backend/Prod/tests/test_ui_inference_engine.py::test_preview_component_with_dynamic_base_url
FAILED Backend/Prod/tests/test_validation_evaluator.py::test_preview_empty_component
FAILED Backend/Prod/tests/test_validation_evaluator.py::test_preview_component_with_special_chars
FAILED Backend/Prod/tests/test_validation_evaluator.py::test_preview_component_with_missing_file
FAILED Backend/Prod/tests/test_validation_evaluator.py::test_preview_component_with_corrupted_json
FAILED Backend/Prod/tests/test_validation_evaluator.py::test_preview_component_with_multiple_components
FAILED Backend/Prod/tests/test_validation_evaluator.py::test_preview_component_with_xss_attack
FAILED Backend/Prod/tests/test_validation_evaluator.py::test_preview_component_with_invalid_user_id
FAILED Backend/Prod/tests/test_validation_evaluator.py::test_preview_component_with_duplicate_components
FAILED Backend/Prod/tests/test_validation_evaluator.py::test_preview_component_with_dynamic_base_url
================== 107 failed, 140 passed, 1 warning in 7.77s ==================
